"Ссылка на объявление","Название","Цена","Метро","Корпус/Этаж","Заселение"
"https://www.pik.ru/flat/643835","2 комнаты, 56.9 м²","9 360 050 ₽","Бульвар Дмитрия Донского
         • Восточное Бутово","Корпус 41, Этаж 14 из 16","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/643842","Студия, 19.9 м²","4 774 010 ₽","Бульвар Дмитрия Донского
         • Восточное Бутово","Корпус 41, Этаж 11 из 16","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/643868","1 комната, 34.2 м²","6 207 300 ₽","Бульвар Дмитрия Донского
         • Восточное Бутово","Корпус 41, Этаж 9 из 16","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/643869","2 комнаты, 56.9 м²","9 394 190 ₽","Бульвар Дмитрия Донского
         • Восточное Бутово","Корпус 41, Этаж 9 из 16","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/643871","1 комната, 34.2 м²","6 217 560 ₽","Бульвар Дмитрия Донского
         • Восточное Бутово","Корпус 41, Этаж 11 из 16","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/643877","Студия, 19.9 м²","4 754 110 ₽","Бульвар Дмитрия Донского
         • Восточное Бутово","Корпус 41, Этаж 7 из 16","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/643897","2 комнаты, 56.9 м²","9 365 740 ₽","Бульвар Дмитрия Донского
         • Восточное Бутово","Корпус 41, Этаж 7 из 16","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/643929","1 комната, 36 м²","6 382 800 ₽","Бульвар Дмитрия Донского
         • Восточное Бутово","Корпус 41, Этаж 4 из 16","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/643937","1 комната, 36 м²","6 375 600 ₽","Бульвар Дмитрия Донского
         • Восточное Бутово","Корпус 41, Этаж 3 из 16","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/643954","Студия, 19.9 м²","4 548 662 ₽","Бульвар Дмитрия Донского
         • Восточное Бутово","Корпус 41, Этаж 2 из 16","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/645794","2 комнаты, 49.1 м²","8 857 640 ₽","Бульвар Дмитрия Донского
         • Восточное Бутово","Корпус 41, Этаж 12 из 16","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/645801","Студия, 19.9 м²","4 746 150 ₽","Бульвар Дмитрия Донского
         • Восточное Бутово","Корпус 41, Этаж 13 из 16","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/645804","2 комнаты, 49.1 м²","8 808 540 ₽","Бульвар Дмитрия Донского
         • Восточное Бутово","Корпус 41, Этаж 13 из 16","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/645813","1 комната, 34.2 м²","6 166 260 ₽","Бульвар Дмитрия Донского
         • Восточное Бутово","Корпус 41, Этаж 15 из 16","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/645799","Студия, 23.5 м²","5 033 700 ₽","Бульвар Дмитрия Донского
         • Восточное Бутово","Корпус 41, Этаж 13 из 16","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/645871","2 комнаты, 57.5 м²","9 085 000 ₽","Бульвар Дмитрия Донского
         • Восточное Бутово","Корпус 42, Этаж 10 из 16","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/645873","1 комната, 32.2 м²","6 195 280 ₽","Бульвар Дмитрия Донского
         • Восточное Бутово","Корпус 42, Этаж 10 из 16","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/645880","2 комнаты, 58.1 м²","8 792 854 ₽","Бульвар Дмитрия Донского
         • Восточное Бутово","Корпус 42, Этаж 12 из 16","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/645881","2 комнаты, 57.5 м²","9 102 250 ₽","Бульвар Дмитрия Донского
         • Восточное Бутово","Корпус 42, Этаж 12 из 16","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/645882","1 комната, 34.1 м²","6 240 300 ₽","Бульвар Дмитрия Донского
         • Восточное Бутово","Корпус 42, Этаж 12 из 16","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/645883","1 комната, 32.2 м²","6 204 940 ₽","Бульвар Дмитрия Донского
         • Восточное Бутово","Корпус 42, Этаж 12 из 16","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/643831","Студия, 19.9 м²","4 764 060 ₽","Бульвар Дмитрия Донского
         • Восточное Бутово","Корпус 41, Этаж 12 из 16","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/645799","Студия, 23.5 м²","5 033 700 ₽","Бульвар Дмитрия Донского
         • Восточное Бутово","Корпус 41, Этаж 13 из 16","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/642931","1 комната, 33.9 м²","6 379 980 ₽","Бульвар Дмитрия Донского
         • Восточное Бутово","Корпус 42, Этаж 12 из 25","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/643753","2 комнаты, 58.1 м²","9 354 100 ₽","Бульвар Дмитрия Донского
         • Восточное Бутово","Корпус 41, Этаж 16 из 16","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/642858","1 комната, 35.9 м²","6 605 600 ₽","Бульвар Дмитрия Донского
         • Восточное Бутово","Корпус 42, Этаж 18 из 25","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/617984","1 комната, 39.3 м²","8 433 780 ₽","Бульвар Дмитрия Донского
         • Восточное Бутово","Корпус 17, Этаж 19 из 25","Оформление в собственность"
"https://www.pik.ru/flat/894472","2 комнаты, 51 м²","8 598 600 ₽","Бульвар Дмитрия Донского
         • Восточное Бутово","Корпус 41, Этаж 22 из 25","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/642806","Студия, 23.5 м²","5 050 150 ₽","Бульвар Дмитрия Донского
         • Восточное Бутово","Корпус 42, Этаж 22 из 25","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/900044","1 комната, 41.7 м²","7 539 360 ₽","Бульвар Дмитрия Донского
         • Восточное Бутово","Корпус 42, Этаж 13 из 16","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/134421","2 комнаты, 46.2 м²","8 213 713 ₽","Бутово
         • Бутово парк 2","Корпус 12.2, Этаж 4 из 25","Оформление в собственность"
"https://www.pik.ru/flat/17025","2 комнаты, 69.8 м²","15 890 947 ₽","Ж/д станция Мытищи
         • Ярославский","Корпус 38 Блок 1, Этаж 2 из 14","Оформление в собственность"
"https://www.pik.ru/flat/908171","3 комнаты, 82.6 м²","18 864 022 ₽","Ж/д станция Мытищи
         • Ярославский","Корпус 16.2, Этаж 2 из 25","Заселение до 30 января 2026"
"https://www.pik.ru/flat/908254","1 комната, 34.6 м²","7 259 564 ₽","Ж/д станция Мытищи
         • Ярославский","Корпус 16.2, Этаж 8 из 25","Заселение до 30 января 2026"
"https://www.pik.ru/flat/908833","2 комнаты, 58.7 м²","13 884 780 ₽","Ж/д станция Мытищи
         • Ярославский","Корпус 16.3, Этаж 21 из 25","Заселение до 30 января 2026"
"https://www.pik.ru/flat/908328","2 комнаты, 48.8 м²","11 587 852 ₽","Ж/д станция Мытищи
         • Ярославский","Корпус 16.2, Этаж 13 из 25","Заселение до 30 января 2026"
"https://www.pik.ru/flat/908422","1 комната, 36.3 м²","7 712 515 ₽","Ж/д станция Мытищи
         • Ярославский","Корпус 16.2, Этаж 19 из 25","Заселение до 30 января 2026"
"https://www.pik.ru/flat/908433","2 комнаты, 48.8 м²","11 483 323 ₽","Ж/д станция Мытищи
         • Ярославский","Корпус 16.2, Этаж 20 из 25","Заселение до 30 января 2026"
